,0
2219,51
2220,86
2221,49
2222,28
2223,27
2224,41
2225,66
2226,41
2227,30
2228,27
2229,49
2230,53
2231,38
2232,53
2233,64
2234,36
2235,63
2236,44
2237,45
2238,80
2239,16
2240,51
2241,56
2242,32
2243,60
2244,67
2245,76
2246,50
2247,31
2248,52
2249,30
2250,18
2251,37
2252,58
2253,40
2254,38
2255,50
2256,45
2257,50
2258,26
2259,82
2260,59
2261,39
2262,44
2263,24
2264,55
2265,48
2266,47
2267,51
2268,38
2269,38
2270,60
2271,28
2272,49
2273,65
2274,56
2275,52
2276,27
2277,53
2278,39
2279,54
2280,27
2281,25
2282,52
2283,36
2284,86
2285,34
2286,39
2287,42
2288,17
2289,81
2290,32
2291,44
2292,21
2293,41
2294,43
2295,43
2296,40
2297,43
2298,65
2299,62
2300,32
2301,57
2302,33
2303,37
2304,34
2305,43
2306,38
2307,65
2308,33
2309,50
2310,29
2311,83
2312,28
2313,69
2314,36
2315,78
2316,29
2317,23
2318,24
2319,18
2320,34
2321,35
2322,32
2323,25
2324,55
2325,53
2326,24
2327,34
2328,55
2329,71
2330,36
2331,55
2332,27
2333,44
2334,16
2335,100
2336,34
2337,46
2338,48
2339,39
2340,62
2341,64
2342,33
2343,50
2344,30
2345,56
2346,31
2347,38
2348,59
2349,55
2350,75
2351,24
2352,51
2353,29
2354,31
2355,40
2356,29
2357,48
2358,26
2359,77
2360,34
2361,44
2362,56
2363,30
2364,52
2365,38
2366,20
2367,34
2368,32
2369,33
2370,37
2371,35
2372,41
2373,46
2374,43
2375,30
2376,46
2377,53
2378,35
2379,27
2380,29
2381,79
2382,52
2383,34
2384,51
2385,40
2386,39
2387,28
2388,46
2389,33
2390,24
2391,43
2392,22
2393,34
2394,72
2395,28
2396,27
2397,41
2398,34
2399,18
2400,22
2401,60
2402,49
2403,65
2404,81
2405,36
2406,22
2407,33
2408,42
2409,57
2410,31
2411,24
2412,26
2413,45
2414,50
2415,34
2416,65
2417,33
2418,31
2419,86
2420,67
2421,38
2422,91
2423,63
2424,65
2425,63
2426,40
2427,55
2428,42
2429,42
2430,34
2431,22
2432,24
2433,62
2434,33
2435,89
2436,21
2437,16
2438,65
2439,46
2440,51
2441,71
2442,18
2443,37
2444,70
2445,39
2446,31
2447,40
2448,35
2449,20
